cus_Gender,cus_MartialTypeId,cus_Dependants,cus_CurrenResTypeId,cus_CurrenStyYear,cus_Age,IndustryType,CustomerProfile,CustomerSegment,app_CustLoadTypeId,MarketNoofYearsinBusiness,app_CustAssetValue,app_CustProductCatTypeId,app_CustBrandTypeId,app_CustTenure,app_CustInstalCount,app_CustChasAsset,app_CustChasInitial,app_CustChasFinance,app_CustFinanInterest,app_CustEMI,app_CustGrossLoan,app_CustViaIncomEstIncPm,app_CustViaExpTotExpense,app_CustViaGrossSurplus,app_CustUVAge,avg_clobal,Score,AnotherScore,Loan_to_Value,Collateral,Overdue,Banking,Earning Potential,Label
M,2750,3,2755,18,38,605,2693,2695,568,,3250000,528,1659,36,34,3250000,750000,2500000,7.24,90497.27,3076907,200000,62000,138000,3,90497.27,,,75,0,0,100,80,Pay
M,2750,4,2755,30,,605,2693,2695,568,,2200000,783,564,24,22,2200000,1400000,800000,7,42019.83,924436,3580530,33292,3547238,4,42019.83,670,822,100,120,0,50,80,Pay
M,2750,4,2755,15,,605,2693,2695,569,,6000000,528,1659,36,35,6000000,2625000,3375000,8.6,122811.77,4298412,507500,19908,487592,2,122811.77,607,618,100,0,100,0,80,Pay
M,2750,3,2755,25,,605,2693,2695,566,,1400000,528,743,24,22,1400000,900000,500000,7.5,26409.01,580998,221000,48466,172534,4,26409.01,610,765,100,120,100,50,80,Pay
M,2750,3,2755,15,,605,2693,2695,566,,3500000,527,564,36,35,3500000,2140000,1360000,7.47,48314.88,1691021,338800,187106,151694,5,48314.88,736,580,100,120,100,0,80,Pay
M,2750,6,2756,25,39,1783,2693,2695,566,12,3300000,527,564,48,46,3300000,,3300000,6.64,72560.01,3337761,262200,69192,193008,1,72560.01,607,721,0,40,100,0,80,Pay
M,2750,2,2755,6,,605,2693,2695,568,,840000,783,565,36,35,840000,210000,630000,8.62,22686.46,794026,45000000,41207900,3792100,7,22686.46,,,75,0,100,50,80,Pay
M,2750,0,2755,10,,605,2693,2695,566,,2250000,528,749,36,35,2250000,700000,1550000,9.76,57784.13,2022445,270000,32200,237800,6,57784.13,675,663,100,0,100,0,80,Pay
M,2750,4,2755,25,,605,2693,2695,568,,3400000,528,1778,24,23,3400000,1100000,2300000,8.39,118163.84,2717768,487500,28250,459250,6,118163.84,781,655,100,0,100,50,80,Pay
M,2750,4,2755,15,,605,2693,2695,568,,2980000,783,564,25,24,2980000,1580000,1400000,6.2,65897.22,1581533,222750,59300,163450,4,65897.22,725,703,100,120,100,100,80,Pay
M,2750,2,2755,15,44,875,2693,2695,566,5,1650000,783,564,36,35,1650000,743000,907000,8.05,32701.26,1144544,214500,151700,62800,3,32701.26,701,654,100,0,0,0,80,Pay
M,2750,3,2755,16,40,1783,2693,2696,566,12,1750000,634,564,36,35,1750000,1200000,550000,7.8,19757.15,691500,775000,189500,585500,5,19757.15,548,680,100,120,0,-50,80,Pay
M,2750,0,2755,15,,605,2693,2695,566,,1500000,634,564,48,46,1500000,,1075613,7.2,30134.52,1386188,414000,68333,345667,2,30134.52,,,100,0,100,100,80,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2000000,783,564,36,35,2000000,1625000,375000,8,13389.31,468626,206250,48437,157813,12,13389.31,,,100,120,0,100,0,Pay
M,2750,0,2755,15,,605,2693,2695,566,,1500000,634,564,48,46,1500000,,1004194,7.2,28134.79,1294200,450000,68333,381667,2,28134.79,,,100,0,0,-50,80,Pay
M,2750,0,2755,15,,605,2693,2695,566,,1500000,634,564,48,46,1500000,,1004194,7.2,28134.79,1294200,432000,68833,363167,2,28134.79,,,100,0,0,-50,80,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2000000,783,564,36,35,2000000,1625000,375000,8,13389.21,468623,180525,48032,132493,12,13389.21,,,100,120,100,0,0,Pay
M,2750,0,2755,15,,605,2693,2695,566,,1500000,634,564,48,46,1500000,,1002672,7.2,28092.17,1292240,432000,68333,363667,2,28092.17,,,100,0,0,50,80,Pay
M,2750,4,2755,40,,605,2693,2695,566,,2200000,528,1433,30,28,2200000,600000,1600000,7.8,70206.37,1965779,160000,40100,119900,3,70206.37,1,776,100,0,0,100,80,Pay
M,2750,3,2755,25,45,605,2693,2695,566,,2310000,528,1433,18,16,2310000,810000,1500000,7.3,105866.54,1693865,280000,46850,233150,3,105866.54,568,765,100,0,100,50,80,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2000000,783,564,36,35,2000000,1625000,375000,8,13389.21,468623,181250,48125,133125,12,13389.21,,,100,120,0,50,0,Pay
M,2750,0,2755,30,,605,2693,2695,566,,1600000,528,744,36,35,1600000,410000,1190000,8.61,43219.29,1512675,350000,43750,306250,7,43219.29,724,702,100,0,0,100,80,Pay
M,2750,1,2755,20,24,876,2693,2695,566,,850000,527,564,24,23,850000,400000,450000,8.4,23018.69,529430,221000,150250,70750,10,23018.69,669,661,100,0,0,-50,80,Pay
M,2750,3,2755,25,45,605,2693,2695,568,,1900000,528,743,24,23,1900000,400000,1500000,7.3,75497.66,1736446,3600000,41851,3558149,3,75497.66,568,765,75,0,100,100,80,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2000000,783,564,36,35,2000000,1625000,375000,8,13389.21,468623,181830,39199,142631,12,13389.21,,,100,120,100,-50,0,Pay
M,2750,4,2755,25,31,604,2693,2695,566,5,1365000,783,564,30,29,1365000,365000,1000000,7.95,41604.14,1206520,1875000,141562,1733438,4,41604.14,768,645,100,0,100,100,80,Pay
M,2750,,2755,,,605,2693,2695,566,5,2350000,527,565,48,47,2350000,850000,1500000,7.62,83319.53,3916018,445200,215133,230067,,83319.53,,,100,0,100,50,80,Pay
M,2750,,2755,,,658,2692,2701,566,,1700000,1672,1861,24,23,1700000,255000,1445000,7.84,72708.4,1672293,150000,16400,133600,4,72708.4,,,0,0,100,0,80,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2000000,783,564,36,35,2000000,1625000,375000,8,13389.21,468623,180525,48032,132493,12,13389.21,,,100,120,0,0,0,Pay
M,2750,,2755,,,605,2693,2695,566,5,2350000,527,565,48,47,2350000,850000,1500000,7.62,83319.53,3916018,445200,215133,230067,,83319.53,,,100,0,100,0,80,Pay
M,2750,2,2755,20,,605,2693,2695,568,,1200000,528,743,42,41,1200000,300000,900000,9.29,29108.69,1193457,784000,133780,650220,6,29108.69,679,645,75,0,100,-50,80,Pay
M,2750,2,2755,12,44,605,2693,2695,566,15,1850000,1672,564,36,34,1850000,450000,1400000,7.8,51598.08,1754335,269100,192000,77100,4,51598.08,567,765,75,0,0,-50,0,Pay
M,2750,2,2755,12,44,605,2693,2695,566,15,2500000,528,1659,36,34,2500000,700000,1800000,7.79,66181.35,2250166,150000,52500,97500,4,66181.35,567,765,100,0,0,0,0,Pay
M,2750,3,2755,45,52,605,2693,2695,568,,2200000,528,1433,36,34,2200000,500000,1700000,8,63182.88,2148218,175000,38375,136625,3,63182.88,,,75,0,0,50,80,Pay
M,2750,,2755,,,876,2693,2695,568,8,2200000,527,565,36,34,2200000,650000,1550000,7.25,56551.4,1922748,292500,176857,115643,4,56551.4,,,100,0,0,50,80,Pay
M,2750,,2755,,,605,2693,2695,566,5,2450000,527,565,48,47,2450000,950000,1500000,7.62,41659.76,1958009,445200,215133,230067,4,41659.76,,,100,0,0,100,80,Pay
M,2750,,2755,,,876,2693,2695,568,8,2200000,527,565,36,34,2200000,650000,1550000,7.25,56551.4,1922748,292500,176857,115643,4,56551.4,,,100,0,100,50,80,Pay
M,2750,2,2755,15,,605,2693,2695,566,,2150000,783,564,36,35,2150000,535000,1615000,8.03,58118.95,2034164,360000,157000,203000,5,58118.95,719,729,75,0,0,0,80,Pay
M,2750,4,2755,20,33,605,2693,2695,566,3,2500000,528,1659,36,35,2500000,700000,1800000,8.6,65556.77,2294487,225000,42200,182800,4,65556.77,,,100,0,100,50,80,Pay
M,2750,4,2755,20,33,605,2693,2695,566,3,2600000,528,904,36,35,2600000,600000,2000000,8.6,72785.81,2547503,225000,42400,182600,3,72785.81,,,75,0,0,0,80,Pay
M,2750,0,2755,49,,605,2693,2695,566,,1615315,783,564,12,11,1615315,1422315,193000,7,18833.94,207173,210000,132200,77800,3,18833.94,,,100,120,0,100,80,Pay
M,2750,0,2756,10,33,876,2693,2696,566,6,2500000,528,1620,30,29,2500000,1750000,750000,7.94,31592.73,916189,210000,127500,82500,6,31592.73,769,678,100,120,0,-50,80,Pay
M,2750,2,2755,12,42,603,2693,2695,569,,2100000,634,564,36,34,2100000,1800000,300000,8.4,11317.82,384806,84000,11624,72376,2,11317.82,,,100,120,0,0,80,Pay
M,2750,2,2755,25,43,605,2693,2695,566,,2300000,528,1659,36,34,2300000,550000,1750000,9.07,66324.93,2255048,325000,66972,258028,4,66324.93,,,75,0,100,-50,80,Pay
M,2750,0,2755,14,22,605,2693,2695,566,,2700000,528,904,24,23,2700000,700000,2000000,8.6,102784.39,2364041,500000,54785,445215,4,102784.39,706,603,100,0,0,50,80,Pay
M,2750,3,2755,10,47,876,2693,2695,566,5,1700000,527,564,35,34,1700000,340000,1360000,7.45,49338.03,1677493,375000,95937,279063,4,49338.03,664,618,75,0,100,50,80,Pay
F,2750,2,2755,20,27,1783,2693,2695,568,5,1600000,783,564,29,28,1600000,320000,1280000,7.93,54811.68,1534727,1000000,105250,894750,4,54811.68,1,667,75,0,0,100,80,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2000000,783,565,36,35,2000000,1625000,375000,8,13389.21,468623,180525,48032,132493,11,13389.21,,,100,120,0,-50,0,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2520000,783,564,36,35,2520000,1920000,600000,8,21409.48,749332,180525,48032,132493,10,21409.48,,,100,120,100,-50,0,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2520000,783,564,36,35,2520000,1920000,600000,8,21409.48,749332,180525,33032,147493,10,21409.48,,,100,120,100,0,0,Pay
M,2750,4,2755,25,48,603,2693,2695,568,15,2850000,783,564,36,35,2850000,2100000,750000,8,26756.33,936472,180525,48032,132493,8,26756.33,,,100,120,100,100,0,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,0,1525620,6.95,42402.92,1950535,585000,218457,366543,3,42402.92,,,100,0,0,100,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1524620,6.95,42375.14,1949257,585000,218457,366543,3,42375.14,,,100,0,100,100,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1528120,6.95,42472.38,1953730,585000,218457,366543,3,42472.38,,,100,0,0,0,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1354000,6.95,37634.87,1731204,585000,218457,366543,3,37634.87,,,100,0,0,50,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1528500,6.95,42482.94,1954215,585000,218457,366543,3,42482.94,,,100,0,0,100,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1524620,6.95,42375.14,1949257,585000,218457,366543,3,42375.14,,,100,0,100,-50,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1525000,6.95,42385.7,1949742,585000,218457,366543,3,42385.7,,,100,0,100,100,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1525500,6.95,42399.59,1950381,585000,218457,366543,3,42399.59,,,100,0,100,0,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1526500,6.95,42427.37,1951659,585000,218457,366543,3,42427.37,,,100,0,0,0,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1526000,6.95,42413.48,1951020,585000,218457,366543,3,42413.48,,,100,0,100,-50,80,Pay
M,2750,3,2755,20,25,605,2693,2696,566,10,2700000,527,564,48,46,2700000,,1528000,6.95,42469.05,1953576,585000,218457,366543,3,42469.05,,,100,0,0,0,80,Pay
M,2750,2,2755,35,40,1783,2693,2695,566,,4861112,527,565,36,35,4861112,3811112,1050000,8.03,37625.18,1316882,375000,209300,165700,8,37625.18,612,767,100,120,100,-50,80,Pay
M,2750,5,2755,12,37,603,2693,2695,566,9,1173000,527,565,48,47,1173000,281000,892000,8.21,26192.74,1231059,310000,159250,150750,6,26192.74,550,692,75,0,0,0,80,Pay
M,2750,4,2755,25,,605,2693,2695,566,,2200000,1672,564,24,22,2200000,500000,1700000,7,89256.04,1963633,281250,147500,133750,3,89256.04,586,765,75,0,100,50,80,Pay
M,2750,4,2755,35,,605,2693,2695,569,,1700000,527,564,37,36,1700000,450000,1250000,6.62,41830.34,1505892,318125,162718,155407,4,41830.34,770,651,100,0,0,0,80,Pay
M,2750,6,2755,15,,605,2693,2695,568,,1400000,527,564,36,34,1400000,400000,1000000,8.5,37282.53,1267606,464580,233030,231550,0,37282.53,609,639,100,0,0,0,80,Pay
M,2750,0,2755,20,,605,2693,2695,566,,3000000,527,564,46,45,3000000,1500000,1500000,8.2,44467.43,2001035,281250,151375,129875,4,44467.43,725,669,100,75,100,100,80,Pay
M,2750,0,2755,20,,605,2693,2695,566,,2300000,527,564,46,45,2300000,800000,1500000,8.2,44467.43,2001035,281250,159187,122063,4,44467.43,725,669,100,0,0,0,80,Pay
M,2750,2,2755,15,28,876,2693,2695,568,,3491933,527,564,48,46,3491933,1933,3490000,6.05,189880.03,8734482,337500,196214,141286,,189880.03,,,0,0,100,50,80,Pay
M,2750,2,2755,15,28,876,2693,2695,568,,3491933,527,564,48,46,3491933,1933,3490000,6.05,189880.03,8734482,337500,196214,141286,,189880.03,,,0,0,100,50,80,Pay
M,2750,2,2755,15,31,1782,2693,2695,566,6,3652483,1672,564,60,59,3652483,650483,3002000,6,66786.53,3940405,357500,160375,197125,0,66786.53,609,628,0,0,100,-50,80,Pay
M,2750,0,2755,18,,605,2693,2695,568,,400000,528,743,12,10,400000,58000,342000,9.25,37431.23,374312,9100000,103487,8996513,,37431.23,764,775,0,0,100,100,80,Pay
M,2750,5,2755,20,28,603,2692,2701,,,,527,564,,,,,,,,,,,,,,607,774,0,0,100,-50,80,Pay
M,2750,1,2755,24,25,605,2693,2695,566,,2982751,528,743,36,35,2982751,298751,2684000,6,91971.06,3218987,225000,28250,196750,,91971.06,,,0,0,100,-50,80,Pay
F,2750,2,2755,15,31,1783,2693,2695,569,15,3120000,527,564,60,58,3120000,156000,2964000,6.72,69411.5,4025867,327600,183200,144400,,69411.5,1,680,0,0,0,50,80,Pay
M,2750,5,2755,20,28,603,2692,2701,568,,2500000,1672,564,48,47,2500000,625000,1875000,5.89,49308.85,2317516,237500,46800,190700,0,49308.85,710,773,75,0,100,0,80,Pay
M,2750,2,2755,8,49,1783,2693,2695,566,5,3102000,527,564,60,58,3102000,442000,2660000,6.72,62672.57,3635009,245000,98400,146600,,62672.57,,,0,0,100,100,80,Pay
M,2750,,2755,,,605,2693,2695,566,10,3971947,1672,564,48,46,3971947,671947,3300000,6.66,183894.99,8459170,315000,94375,220625,0,183894.99,,,0,0,100,50,80,Pay
M,2750,,2755,,,605,2693,2695,566,10,3971947,1672,564,48,46,3971947,671947,3300000,6.66,183894.99,8459170,315000,94375,220625,0,183894.99,,,0,0,100,50,80,Pay
M,2750,2,2755,20,48,605,2693,2695,568,,1400000,528,1816,48,47,1400000,308000,1092000,6.01,28835.86,1355286,260000,38910,221090,0,28835.86,,,75,0,100,50,80,Pay
M,2750,0,2755,25,39,1783,2693,2695,566,8,5250000,528,1872,48,46,5250000,630000,4620000,6.1,126523.29,5820071,750000,24264,725736,0,126523.29,,,0,0,0,0,80,Pay
F,2750,4,2755,10,36,877,2693,2695,568,,2371730,527,564,60,58,2371730,0,2371730,6.75,75242.19,4364047,525000,257166,267834,0,75242.19,,,0,40,0,50,80,Pay
M,2750,,2755,,,605,2693,2695,566,,5335000,528,2424,36,35,5335000,1868000,3467000,6.35,235897.23,8256403,507500,45776,461724,0,235897.23,,,100,0,0,-50,80,Pay
M,2750,,2755,,,605,2693,2695,566,,5335000,528,2424,36,35,5335000,1868000,3467000,6.35,235897.23,8256403,507500,45776,461724,0,235897.23,,,100,0,100,-50,80,Pay
M,2750,0,2755,15,,605,2693,2695,566,,100000,527,564,12,10,100000,0,100000,8.5,10917.27,109173,180625,53887,126738,,10917.27,751,639,0,40,100,0,80,Pay
M,2750,2,2755,12,29,876,2693,2695,566,10,3650000,527,564,57,55,3650000,50000,3600000,6.12,170520.26,9378615,1008000,277406,730594,,170520.26,606,639,0,0,100,0,80,Pay
M,2750,2,2755,12,29,876,2693,2695,566,10,3650000,527,564,57,55,3650000,50000,3600000,6.12,170520.26,9378615,1008000,277406,730594,,170520.26,606,639,0,0,0,100,80,Pay
M,2750,0,2755,29,50,603,2693,2695,566,10,1900000,527,564,48,46,1900000,0,1900000,6.1,56808.07,2613171,306000,157600,148400,0,56808.07,,,0,40,0,100,80,Pay
M,2750,3,2755,3,31,1783,2693,2695,569,5,2091880,527,564,48,46,2091880,391800,1700080,6.4,46436.5,2136079,780000,110010,669990,0,46436.5,710,810,0,0,0,100,80,Pay
M,2750,,2755,,,605,2693,2695,566,,3650000,1672,564,48,46,3650000,730000,2920000,7.3,83128.68,3823920,468000,63120,404880,0,83128.68,,,75,0,100,0,80,Pay
M,2750,4,2755,25,32,603,2693,2695,566,11,1880000,527,564,48,46,1880000,94000,1786000,6.5,49327.05,2269045,280000,149636,130364,,49327.05,1,637,0,0,100,-50,80,Pay
M,2750,0,2755,15,37,605,2693,2695,568,6,3971417,1672,564,48,47,3971417,821417,3150000,6.26,169436.62,7963521,336000,187000,149000,,169436.62,,,75,0,0,50,80,Pay
M,2750,0,2755,15,37,605,2693,2695,568,6,3971417,1672,564,48,47,3971417,821417,3150000,6.26,169436.62,7963521,336000,187000,149000,,169436.62,,,75,0,100,0,80,Pay
M,2750,3,2755,10,49,605,2693,2695,568,,3286000,528,1781,12,10,3286000,0,3286000,8.35,356105.27,3561053,1755000,58110,1696890,,356105.27,696,775,0,40,100,100,80,Pay
M,2750,2,2755,15,35,1783,2693,2695,566,6,3357999,527,564,60,58,3357999,257999,3100000,6.43,71473.09,4145440,203000,36950,166050,0,71473.09,1,732,0,0,0,50,80,Pay
M,2750,4,2755,25,36,876,2693,2695,566,,3150000,1672,564,54,52,3150000,315000,2835000,6.1,70373.18,3659406,387000,123100,263900,,70373.18,,,0,0,0,50,80,Pay
M,2750,2,2755,21,37,603,2693,2695,569,3,1430000,527,564,48,46,1430000,72000,1358000,6.35,37433.99,1721964,290000,172000,118000,,37433.99,691,556,0,0,100,100,80,Pay
M,2750,2,2755,24,26,603,2693,2695,566,11,1585000,634,564,48,46,1585000,158500,1426500,6.5,39376.26,1811308,260000,137333,122667,,39376.26,1,568,0,0,0,50,80,Pay
M,2750,2,2755,12,34,876,2693,2695,566,5,2168000,634,564,60,58,2168000,468000,1700000,7.35,40536.82,2351136,155540,57592,97948,,40536.82,737,660,75,0,0,-50,0,Pay
M,2750,2,2755,25,33,603,2693,2695,569,20,1760000,634,564,54,52,1760000,88000,1672000,7.12,42912.49,2231450,450000,229600,220400,,42912.49,,,0,0,100,50,80,Pay
M,2750,2,2755,15,52,1783,2693,2695,566,15,3120000,527,564,60,58,3120000,0,3120000,6.72,73038.59,4236239,327600,171066,156534,0,73038.59,,,0,40,100,0,0,Pay
M,2750,4,2755,38,,605,2693,2695,569,,1331000,783,564,12,11,1331000,1300000,31000,6.9,3072.88,33802,495000,134475,360525,,3072.88,,,100,120,0,-50,80,Pay
M,2750,4,2755,20,,605,2693,2695,566,,129000,528,743,12,11,129000,0,129000,7.66,12686.26,139549,310000,260,309740,,12686.26,655,694,0,40,0,0,80,Pay
F,2750,3,2755,10,21,1783,2693,2695,566,10,3652483,1672,564,48,46,3652483,732483,2920000,6.04,78831.34,3626242,270000,11600,258400,,78831.34,,,75,0,100,0,0,Pay
M,2750,2,2755,20,29,1783,2693,2695,566,3,3278605,527,564,60,57,3278605,605,3278000,6.85,78437.78,4470954,325000,90500,234500,,78437.78,,,0,0,100,-50,80,Pay
M,2750,2,2755,25,47,605,2692,2701,568,,2050000,528,1760,24,22,2050000,410000,1640000,7.2,85312.24,1876869,260000,46333,213667,0,85312.24,3,643,75,0,100,100,80,Pay
M,2750,2,2755,20,25,658,2693,2695,568,,3500000,1672,564,55,54,3500000,750000,2750000,7.42,68860.62,3718474,562500,270500,292000,,68860.62,1,667,75,0,100,-50,80,Pay
M,2750,4,2755,10,30,1783,2693,2695,568,10,1400000,634,564,48,46,1400000,150000,1250000,6.05,34019.46,1564895,416000,144333,271667,,34019.46,705,660,0,0,100,100,80,Pay
M,2750,,2755,,,1783,2693,2695,568,,1920000,527,564,48,46,1920000,0,1920000,6.04,65335.69,3005442,750000,1500,748500,,65335.69,,,0,40,0,50,80,Pay
M,2750,,2755,,,1783,2693,2695,568,,2665000,527,564,48,46,2665000,0,2665000,6.04,85444.21,3930434,750000,1500,748500,0,85444.21,,,0,40,0,50,80,Pay
M,2750,,2755,,,603,2693,2695,566,,2470000,527,564,48,46,2470000,,2470000,6.5,338367.52,15564906,700000,89143,610857,,338367.52,,,0,40,0,100,80,Pay
M,2750,,2755,,,603,2693,2695,566,,2470000,527,564,48,46,2470000,,2470000,6.5,338367.52,15564906,700000,89143,610857,,338367.52,,,0,40,0,-50,80,Pay
M,2750,2,2755,20,31,876,2693,2695,568,8,2750000,527,564,60,58,2750000,0,2750000,6.12,432775.33,25100969,507500,198166,309334,,432775.33,,,0,40,0,-50,80,Pay
M,2750,2,2755,20,31,876,2693,2695,568,8,2750000,527,564,60,58,2750000,0,2750000,6.12,432775.33,25100969,507500,198166,309334,,432775.33,,,0,40,0,100,80,Pay
M,2750,2,2755,20,31,876,2693,2695,568,8,2750000,527,564,60,58,2750000,0,2750000,6.12,432775.33,25100969,507500,198166,309334,,432775.33,,,0,40,100,0,80,Pay
M,2750,2,2755,20,31,876,2693,2695,568,8,2750000,527,564,60,58,2750000,0,2750000,6.12,432775.33,25100969,507500,198166,309334,,432775.33,,,0,40,0,100,80,Pay
M,2750,2,2755,20,31,876,2693,2695,568,8,2750000,527,564,60,58,2750000,0,2750000,6.12,432775.33,25100969,507500,198166,309334,,432775.33,,,0,40,100,0,80,Pay
M,2750,3,2755,10,42,605,2693,2695,568,5,4000735,1672,564,48,46,4000735,600735,3400000,5.2,178606.47,8215898,900000,113000,787000,0,178606.47,,,0,0,100,50,80,Pay
M,2750,3,2755,10,42,605,2693,2695,568,5,4000735,1672,564,48,46,4000735,600735,3400000,5.2,178606.47,8215898,900000,113000,787000,0,178606.47,,,0,0,0,-50,80,Pay
M,2750,5,2755,28,28,658,2692,2701,,5,,527,564,,,,,,,,,,,,,,722,667,0,0,100,100,80,Pay
M,2750,0,2755,10,23,875,2693,2695,566,8,2030000,527,564,36,34,2030000,130000,1900000,5.58,65962.56,2242727,337500,117875,219625,,65962.56,3,673,0,0,100,0,80,Pay
M,2750,6,2755,12,26,658,2693,2695,566,10,2580000,528,743,22,21,2580000,1000000,1580000,7.02,85288.49,1791058,375000,5175,369825,,85288.49,1,667,100,0,100,50,80,Pay
M,2750,2,2755,10,26,1783,2693,2695,566,5,3357999,527,564,60,58,3357999,57999,3300000,6.14,75036.33,4352107,690000,123900,566100,,75036.33,490,681,0,0,100,50,80,Pay
M,2750,4,2755,30,24,605,2693,2695,566,10,2599740,528,1681,60,58,2599740,390740,2209000,7.1,52525.26,3046465,336000,40800,295200,,52525.26,,,0,0,100,-50,80,Pay
M,2750,2,2755,25,31,605,2693,2695,566,20,2656404,528,743,48,46,2656404,266404,2390000,6.04,65860.88,3029601,270000,45500,224500,0,65860.88,744,668,0,0,0,-50,80,Pay
M,2750,2,2755,20,31,1783,2693,2697,568,10,2179713,634,564,60,59,2179713,329713,1850000,6,41162.82,2428607,245000,72200,172800,0,41162.82,,,0,0,0,50,60,Pay
M,2750,0,2755,17,,605,2693,2695,566,,77000,634,564,24,23,77000,0,77000,7.88,3906.64,89853,382500,122750,259750,,3906.64,,,0,40,0,-50,80,Pay
M,2750,0,2755,20,23,876,2693,2695,566,10,2660000,527,564,60,58,2660000,197000,2463000,6.12,55951.76,3245202,337500,155000,182500,0,55951.76,,,0,0,100,-50,80,Pay
M,2750,2,2755,26,30,603,2693,2695,566,9,2550000,527,564,48,46,2550000,0,2550000,6.04,151168.03,6953730,8000000,125714,7874286,0,151168.03,,,0,40,0,100,80,Pay
M,2750,2,2755,26,30,603,2693,2695,566,9,2550000,527,564,48,46,2550000,0,2550000,6.04,151168.03,6953730,8000000,125714,7874286,0,151168.03,,,0,40,100,100,80,Pay
M,2750,3,2755,14,30,603,2693,2695,566,4,1550000,634,564,60,58,1550000,165000,1385000,6.6,32066.39,1859851,1134000,113750,1020250,0,32066.39,702,625,0,0,0,50,80,Pay
F,2750,2,2755,40,45,876,2693,2695,566,8,2660000,527,564,60,58,2660000,117000,2543000,6.12,58284.17,3380482,315000,155000,160000,0,58284.17,,,0,0,0,0,80,Pay
M,2750,2,2755,6,31,1783,2693,2695,569,6,3524625,527,564,48,47,3524625,529625,2995000,6.46,80821.06,3798590,313500,93100,220400,,80821.06,,,0,0,100,-50,80,Pay
M,2750,4,2755,30,34,876,2693,2695,566,6,2910000,527,564,48,46,2910000,360000,2550000,6.5,70858.92,3259511,450000,123000,327000,0,70858.92,626,633,0,0,0,0,80,Pay
M,2750,2,2755,10,39,603,2692,2701,566,,2400000,1672,564,60,59,2400000,300000,2100000,6.5,47919.2,2827233,300000,108500,191500,,47919.2,666,652,0,0,0,100,80,Pay
M,2750,2,2755,10,43,1783,2693,2695,566,4,1670000,634,564,48,47,1670000,170000,1500000,6.15,39782.39,1869773,9000000,63750,8936250,,39782.39,,,0,0,0,100,0,Pay
M,2750,5,2755,15,32,876,2693,2695,566,10,1850000,634,564,60,58,1850000,283000,1567000,7.34,37787.38,2191668,240000,178000,62000,,37787.38,,,0,0,0,50,80,Pay
M,2750,0,2756,10,52,603,2693,2695,568,5,2091880,527,564,60,58,2091880,41880,2050000,6.12,140293.71,8137035,343750,170000,173750,,140293.71,537,693,0,0,0,-50,80,Pay
M,2750,0,2756,10,52,603,2693,2695,568,5,2091880,527,564,60,58,2091880,41880,2050000,6.12,140293.71,8137035,343750,170000,173750,,140293.71,537,693,0,0,0,50,80,Pay
M,2750,0,2756,10,52,603,2693,2695,568,5,2091880,527,564,60,58,2091880,41880,2050000,6.12,140293.71,8137035,343750,170000,173750,,140293.71,537,693,0,0,0,0,80,Pay
M,2750,0,2755,20,41,1783,2693,2695,566,10,3970700,528,1816,48,46,3970700,1020700,2950000,6.87,82859.64,3811544,325000,116100,208900,0,82859.64,797,751,100,0,0,0,0,Pay
M,2750,4,2755,33,33,1783,2693,2696,566,,3080872,527,564,60,58,3080872,92427,2988445,6.43,68811.27,3991054,240000,32000,208000,0,68811.27,,,0,0,100,0,80,Pay
M,2750,3,2755,10,39,605,2693,2695,569,,3505944,1672,564,48,47,3505944,655944,2850000,5.95,76101.82,3576786,1250000,88310,1161690,0,76101.82,730,775,0,0,100,100,80,Pay
M,2750,4,2755,37,37,605,2693,2695,566,10,1600000,738,564,36,34,1600000,350000,1250000,6.9,45114.14,1533881,250000,106500,143500,0,45114.14,1,786,75,0,0,50,80,Pay
M,2750,,2755,,,605,2693,2695,568,,2265420,528,2818,48,46,2265420,365420,1900000,5.33,101458.18,4667076,240000,85700,154300,0,101458.18,,,0,0,100,50,80,Pay
